patient_id,item_id,rating,completed,nb_fois_realise
554,5,1.5935414539985602,0,18
657,5,2.1723221783657505,1,3
73,1,1.1284458491112854,0,19
52,5,3.973691592347679,1,2
232,5,2.034862408753355,1,1
806,1,1.496953586546398,1,11
874,2,3.796517663853741,1,12
199,1,4.3717120501731515,1,17
673,1,1.0795023834471138,1,4
548,5,1.9343990829648994,1,11
936,4,4.780929299478334,0,18
96,5,2.541016543731101,1,0
48,2,4.7543682535277245,1,8
895,1,2.0968501534827095,1,0
521,0,1.872270542287728,1,17
39,1,1.8564336469119835,1,2
913,2,1.340914641699753,0,5
152,3,4.585729154036502,0,3
105,5,4.9193400905316045,0,11
552,4,4.818035229086552,1,11
675,4,4.408112559309096,1,4
769,5,4.387551630603901,1,12
210,5,3.6443418686759506,0,11
201,2,4.304854847802455,0,3
432,1,1.833369457372191,0,5
706,0,2.551650521548514,1,18
564,1,3.5633451731789916,1,5
146,1,4.499085330246386,1,5
498,0,3.6418778494751347,1,10
281,4,4.356087833336824,0,13
309,1,2.89579806339719,0,2
754,3,3.869214950820177,0,7
50,3,4.919923225500346,0,3
494,2,1.613954228519031,0,15
408,2,4.70768276926356,1,17
625,0,3.089455791367611,0,6
272,0,3.572872122920232,1,10
457,2,4.5114760276420505,1,7
119,5,2.638616690209268,0,19
700,1,2.6747702995602025,0,5
45,5,3.1087273453884015,1,15
242,4,1.0764083379874023,1,4
310,3,2.986664723773403,1,5
561,0,2.1643490599769213,1,5
330,2,4.711816729567126,0,1
10,3,1.3509411950121253,1,6
907,5,2.8372818480792072,0,8
423,0,4.7898726815094435,0,14
47,0,4.60414100127391,0,13
376,1,3.8053937694982007,0,12
567,0,3.3574442079842988,1,4
7,4,2.1229237485313606,1,16
983,0,2.467828451009819,0,4
525,4,1.360539459016509,1,2
726,5,4.144433191032951,0,8
369,1,2.295479071615247,0,8
439,4,3.6711275961208294,1,3
756,5,2.4303791087944537,1,19
565,3,2.8573217655850507,1,10
483,0,3.22000988950558,1,16
272,2,4.207409633562414,0,13
940,2,1.8446255101627216,0,9
900,4,2.5950615473194256,0,4
130,1,1.5203262875672703,1,16
520,4,1.3030420196850372,1,15
723,5,3.4186974246751674,0,0
633,5,1.7563641774356107,1,9
113,4,1.2391973677043953,0,11
531,4,4.588391724825621,0,17
498,3,3.1372576791415834,0,0
338,5,1.5385128296119386,1,11
20,3,1.2137045097901988,1,19
719,4,1.4794402136546245,0,5
32,1,2.8853489612824563,1,7
132,0,3.673861020675591,1,13
919,5,3.5651202999441822,1,4
702,2,1.577692345057994,0,3
974,3,3.5339558073508353,1,15
25,5,2.6194624968703977,1,5
363,0,2.8589751371978602,1,2
600,3,4.205721624981269,0,3
91,5,2.3299974907185534,0,7
544,3,1.587996188653415,0,13
237,3,4.493812534265362,1,6
17,4,1.848522303465352,0,3
273,4,2.1761194822185708,1,18
933,3,3.8263602356104895,0,10
288,3,3.734201268230429,1,14
26,2,4.201600085135315,0,15
816,0,1.7354665657917643,0,5
433,0,2.409119573256813,1,11
910,1,1.5035329558250443,0,7
107,1,3.164156588674417,1,9
972,1,2.170282370154805,1,10
947,4,3.755742564034251,1,8
737,4,1.0013774719381643,1,16
323,2,1.238731993838317,1,13
866,4,2.7302412020773734,1,2
530,1,4.832736623902274,0,8
734,5,4.563405549436732,0,19
792,3,4.976036112247932,0,17
103,1,2.6673208994561795,0,16
843,2,1.1862739450950062,0,4
331,3,2.2238245680790496,0,19
361,4,3.703083408695806,1,5
920,3,1.540655239069661,1,2
288,5,2.199888715040004,1,15
443,2,1.2246646581794347,0,14
36,4,2.899868153560937,1,7
347,0,1.8356827107803517,1,8
891,1,1.3649921075960094,1,3
755,5,2.644863237929916,1,12
42,5,2.40490161749662,0,2
125,1,3.1500709477819693,1,6
8,2,3.9961546212545564,1,15
525,2,1.450274945706021,1,16
130,5,4.164502360840034,0,16
324,1,1.1051599195007205,0,18
183,3,2.772407609983391,1,19
281,0,3.349721147543528,1,16
894,0,4.827994692559191,0,1
52,2,3.2956921074785988,0,4
552,2,1.6349967730855544,1,15
849,3,3.0701672213756366,0,10
869,2,2.5831357887656647,0,5
532,0,2.9174222704009747,0,10
376,1,1.788388058636349,1,0
294,5,3.0033081692450874,0,18
207,0,1.6001590571635074,0,2
999,3,3.9761723227634795,1,7
662,1,3.3756250409023916,1,17
476,1,1.3141107663671332,1,12
969,5,4.55845787171592,0,0
953,0,3.4655184184625534,0,19
68,1,2.2644282205113258,1,16
842,1,1.1825695981092412,1,4
924,2,3.528906783086532,1,11
829,1,2.4937610453933474,1,10
436,3,4.63047241951395,1,17
300,1,1.1395113308566982,0,7
26,2,1.1564097413689733,0,12
627,4,4.797197147627742,1,1
929,4,4.8594957827180245,0,15
653,3,1.1109689070905544,1,11
552,5,3.86413293976531,0,7
105,5,1.885979409315362,0,3
585,3,3.80557106514429,1,13
571,1,4.474931186631935,1,8
809,1,1.4033259154491016,1,10
633,4,1.955065667048168,1,15
946,4,1.0963106733059793,0,5
714,0,1.1753193817777632,0,11
10,4,1.1184714328710967,1,18
930,4,4.202729425705658,0,15
658,3,2.1931707137231067,1,12
215,0,2.9728457582879564,1,3
885,5,4.151377054388066,1,11
320,0,2.9797746508268723,1,3
459,1,2.7167842504983843,1,16
956,1,1.0462928259578352,0,13
814,0,3.2721580101470247,0,16
525,0,1.4989723125483456,0,0
578,1,4.058592963164105,1,19
691,3,2.0309508952600783,1,0
876,3,3.6967496432346203,0,1
753,3,3.5848941112987176,0,16
159,3,3.4667024117200804,1,0
463,1,2.0678080301487705,0,11
997,2,2.0683591087022726,1,12
521,4,4.45219217376532,1,13
635,4,1.051229330521708,1,9
272,4,1.7260905338158317,0,11
240,4,3.4406836705679402,1,17
935,1,4.268185017612679,1,6
963,2,2.4333820346914345,0,18
958,1,3.6137738344432004,1,14
654,2,3.2286256784809453,1,6
864,1,1.2581604179281416,0,13
166,0,3.4870007877227125,0,8
568,2,4.2556138890899735,1,4
649,4,4.969793281197637,0,0
326,2,1.1185602906068914,0,15
864,5,3.640232690335472,1,4
528,3,2.6581982125918486,1,7
843,2,1.0391515548248211,1,18
272,5,3.4574437748340454,1,19
878,3,1.489709194222542,1,11
375,5,2.5142674007565464,1,7
911,3,2.045468369953609,0,7
374,0,2.4446536090843973,1,5
333,2,2.9707823260037984,0,19
2,5,2.436838129958058,0,8
242,0,3.210927482358157,1,1
619,4,1.954598760931415,0,17
50,2,3.5414470697135263,1,0
881,1,4.415052016499414,0,10
349,1,1.8962681876608496,0,14
173,1,3.03150886342249,0,11
115,5,3.5947591381995547,0,2
694,5,3.2585045248536644,0,18
360,3,2.462597784768904,0,19
354,1,3.5687988320229933,1,18
665,4,1.112984824840305,0,9
758,5,2.479624927985732,1,15
75,2,3.1304488585640127,1,5
926,5,1.0824526353434587,0,8
755,2,3.0305953187371992,0,7
80,5,3.6170178430625133,0,15
228,3,4.03683079085218,1,7
71,3,1.4534963256377216,0,17
402,3,4.9622594995667795,1,4
217,4,3.4246708053403823,0,19
451,5,2.45277517044932,0,11
910,2,1.9963714178268552,1,5
754,5,3.2915874467336583,0,1
366,0,4.526846588666283,1,3
825,3,3.082261584565459,0,15
589,1,3.645888222419841,0,13
669,0,2.4307857581622407,0,16
559,0,2.5526091523558905,0,18
311,3,2.144700423087568,0,3
297,1,3.822549177472959,1,17
23,3,2.43675021366626,1,11
109,3,1.762865616164957,1,1
51,1,2.4776022846649517,1,5
938,0,4.415308831331025,1,5
289,0,3.9530081743076937,0,2
443,5,2.3385633778542556,0,7
466,1,4.6272358593468095,0,11
258,0,1.2993305404698678,0,2
323,4,1.199015165654573,0,1
650,3,1.509881419140965,1,0
908,4,1.4658190234344124,1,17
817,4,1.351337260049362,1,17
337,5,3.6453704479919695,1,7
786,5,3.4033695186216955,1,13
555,5,3.5904220423268587,0,12
928,4,3.75346421664812,0,14
421,2,4.027519009922719,0,14
258,2,1.8287077099456415,0,12
624,4,3.4892140529391993,1,3
738,3,3.320194637345493,1,3
64,4,4.774640103213895,0,4
162,4,1.9294708969585943,0,2
163,5,1.2348917374973256,0,11
677,5,3.6139802788581727,0,19
38,5,3.9606913609468473,0,11
664,2,2.1327840232302027,0,19
319,4,3.283393723758676,1,6
359,3,1.2381442621366023,1,6
268,3,4.840179364673157,1,0
323,5,1.4396998931966745,1,11
325,5,1.2702821446079828,0,2
586,4,1.1764406379784762,0,14
256,3,2.7090876260134107,0,8
199,4,1.3886389738287601,0,19
437,2,3.978592963822301,1,8
609,4,4.595496642505623,0,13
103,5,2.040875729299428,0,2
371,0,3.5150924770055956,1,7
904,2,1.169353788047271,0,5
163,3,2.5462578867711816,1,11
112,3,2.1717684537109134,0,1
614,5,1.9144763857614353,1,2
548,5,3.5788939585147963,1,13
105,2,1.5209117854341452,0,16
698,5,4.442842093187954,0,2
363,0,3.6593436254749387,1,3
20,2,3.842940714752232,0,14
659,5,4.741377234630672,1,6
997,1,4.769491486010059,0,18
128,0,3.206609295276943,1,13
482,2,2.981519269143922,0,15
698,1,2.3415264329076404,1,12
795,4,3.862286440809873,1,19
198,0,3.152835547919252,0,16
746,4,4.7315003189604985,0,16
951,1,1.9545037948504214,1,9
619,3,2.241010745001963,1,6
520,3,2.264361789679875,1,19
960,5,4.223993818226829,0,16
419,3,1.3961613273686093,1,11
225,4,2.822596483955919,1,10
929,0,2.7103229478921893,0,9
208,4,1.2925584840550344,1,7
244,4,2.6431879941773886,0,14
287,3,3.0535119331359253,1,17
65,4,1.260418770019653,0,12
867,1,3.0394485137786695,0,15
152,2,4.836951618733604,0,12
490,2,4.915657292646129,0,3
434,2,3.1267191143592448,0,10
702,5,3.060387730411836,0,18
217,3,2.1420326656655657,1,7
428,3,4.988461886848406,0,9
501,2,2.096916684100904,1,11
665,0,2.8116052017598254,0,19
788,5,1.011736231210706,0,10
593,2,2.3969291636365475,1,19
220,4,1.2857612024352956,0,3
434,2,3.975299081540529,1,18
279,2,3.244057812119729,1,19
622,0,3.288687509150626,1,9
91,3,2.146045143598812,0,14
523,3,4.259585161011895,1,12
138,4,1.0130837013250007,1,12
666,2,2.3344047166567683,1,17
22,1,3.637989961835471,0,6
416,4,4.631690149667683,0,13
975,3,1.9384638277009323,0,4
731,0,3.164400206909672,0,8
347,3,3.151965682133284,0,16
236,3,4.496697476174799,1,4
764,0,1.2020675582393694,1,15
933,2,2.697902244282829,1,8
182,2,1.7298626991677262,1,16
507,3,1.0861304011943922,0,17
197,4,1.5881237620819313,0,2
681,1,4.905882691392796,0,4
122,4,1.8593940380810716,0,16
924,5,4.7401230933432,1,19
545,4,1.8210173705237667,1,3
380,3,4.725180909537938,1,3
824,3,3.6184837408012576,0,6
514,1,1.452874310007707,1,7
5,1,3.327660620506311,1,1
303,1,2.2740561501611145,0,9
613,3,2.532612623912281,0,4
191,3,2.7606838313398923,1,16
375,4,2.690828090121338,0,6
524,3,3.6564355619321156,1,1
35,5,4.073472274363052,1,5
974,2,2.3167107568044853,1,9
69,2,4.697455846742759,1,8
288,1,4.753865256075506,1,4
104,3,1.1627617486045736,0,2
715,5,1.059635155532074,0,10
312,2,2.700265320604244,0,9
54,4,3.362581003950634,1,15
106,0,2.1116189898082465,1,19
652,4,2.0376550043430974,0,18
736,0,3.7133353188367626,0,0
306,5,3.406817138622279,0,10
859,4,1.6685874999724386,1,14
820,2,4.538003853060635,0,6
35,3,3.7199042806442795,0,7
132,0,2.4503049966760333,1,15
886,3,3.7344987599646,0,17
24,5,1.4506123470712637,0,10
848,3,2.8730244982962243,1,0
36,2,1.6759376382382372,1,15
18,5,1.1657249845137465,0,3
34,1,2.353305081153199,1,5
362,1,1.602941933923133,0,10
417,0,3.534071827815299,0,5
821,2,3.696271576070841,0,9
429,3,1.5947692249064134,0,5
517,4,1.098452022413705,1,9
466,4,4.171242246540642,1,4
896,5,1.0082280829142491,1,8
198,0,2.375652356735155,0,6
545,0,2.9783331921826792,0,16
567,0,4.274568754153732,0,11
767,2,4.354234570984563,1,10
210,4,3.899757762441822,0,5
608,5,1.9887904901595914,0,10
793,2,3.880747737276683,0,10
500,5,1.9861567915077667,1,13
240,2,1.8584327669268066,0,15
169,3,3.1885118169221296,0,1
858,2,3.7154177753362503,1,1
293,2,1.2122070636467224,1,4
921,3,1.2400904044984338,0,13
738,1,4.136682747267159,0,9
314,3,4.437989003861919,1,9
126,0,3.417763665367576,1,17
467,1,2.715312038827544,1,19
791,4,4.3812659183967435,0,8
366,5,3.9152681311013207,1,3
20,2,3.3183767937250743,0,16
315,1,2.2790284877950535,1,1
757,4,1.791980246627265,0,13
89,3,2.6746921570860627,0,0
403,3,2.147290303840846,1,6
517,0,2.3570343509378437,1,3
450,0,3.06252422124813,0,8
777,1,1.6763758278064391,1,2
907,5,4.224706720295302,0,4
608,2,1.5821178468590698,0,9
149,3,2.9239745576838096,1,9
445,1,3.9838853523217463,0,3
956,1,2.940082830758385,1,16
79,5,2.444088254354555,0,16
16,1,2.899565223291004,0,18
137,0,4.394682795496562,1,5
651,5,4.96172679313583,0,0
850,3,3.524573157157742,0,13
507,0,4.173776170594802,0,12
551,0,1.0579547446371547,1,2
918,5,4.5214576380982905,1,1
679,5,4.816199039711673,0,6
73,1,3.300677367030282,0,11
73,4,4.015219448240879,0,1
49,4,3.0509789718402995,1,10
9,4,2.144814961822359,0,15
102,1,4.408991887932052,0,4
861,2,3.387346847983767,1,16
387,3,3.317532335165628,1,2
384,1,3.6365288153648256,0,13
298,1,4.424012663315393,1,15
338,0,3.9276245030838575,0,16
388,4,1.844496776862981,1,18
989,5,2.867294177629278,1,3
473,1,4.921193327944825,1,19
615,2,3.2182428550510984,1,19
801,3,4.7529814138831945,0,8
961,2,4.253477945252223,0,10
791,1,3.6640937672350353,1,4
141,1,2.397460810639021,0,10
808,0,2.217277390101756,0,12
169,2,3.5736842611903517,0,1
12,0,2.730244963385643,1,1
668,5,4.1950144912669085,1,9
448,2,4.041826958160783,0,12
173,4,2.248521946954057,0,4
673,5,3.810915132247048,0,10
958,4,2.978200760388736,0,14
131,2,2.2931684032559883,1,4
539,0,2.65186637105856,0,19
594,4,4.581407468849047,0,4
896,1,2.438070768490162,0,6
931,3,2.149597093277832,0,9
874,0,2.4072288828405513,0,1
268,5,1.8584737448347668,1,0
250,5,3.1785399495853146,1,19
369,2,1.589745745290129,1,0
617,5,4.269775145747666,1,3
772,3,1.9023209889825043,1,14
864,3,3.3922201101585827,0,14
525,1,1.5001019956795743,1,5
591,5,4.913812592857305,1,5
887,0,2.8183018355745886,1,0
505,3,4.288685363035258,0,6
671,0,4.074591342599935,0,4
177,1,3.8547721885827153,0,16
666,2,4.309459484818439,0,6
546,3,1.4018544346388233,1,3
258,3,3.7139887898878485,1,2
259,3,2.0633089410951246,1,11
134,5,4.14348665626636,0,14
460,0,4.827475039391555,1,19
488,3,4.605958119370783,1,8
642,0,1.4598088898946644,0,11
80,5,2.478209682691284,0,4
366,4,2.457291028790399,1,7
58,4,1.4891850654381225,1,14
73,0,1.3925042133873098,1,6
238,5,2.5395605398767267,1,18
128,4,4.968286201986045,1,12
411,1,3.2757706042651007,1,0
314,1,3.487126514417025,0,10
373,4,2.8840756400747294,0,12
436,2,3.6493222092160913,1,1
137,0,4.826648322979079,0,18
454,4,3.3547918144575672,1,10
614,0,1.260153838884773,1,0
898,5,2.9715622766727945,0,0
902,4,4.971005093007805,0,7
8,1,2.549610882377053,1,12
231,5,3.3755249488578887,0,7
610,2,1.426547053715268,1,1
729,0,1.5647219949462676,0,7
964,2,4.4987258126158505,1,13
396,1,2.201378513006446,0,1
748,3,2.221805093418372,1,12
733,3,2.5488519840093127,0,4
679,0,4.86591469161809,0,0
881,5,1.3375619841475057,0,8
573,1,4.275056410205339,1,19
317,0,2.366231505863946,0,9
998,5,4.3978721039419,0,10
506,0,4.96702259801817,1,17
521,0,2.3946696408469914,1,16
745,2,1.517425464849421,0,5
86,4,1.577501991931713,0,10
778,1,4.034963563796744,0,3
715,2,1.5796862093525461,0,0
317,5,2.0416862741385464,1,0
332,4,1.817593374648319,0,17
359,0,2.42271425612393,1,4
240,3,1.29746630059875,1,15
55,2,4.426969929629032,0,1
109,1,4.440585247203974,1,8
48,1,2.651731593930759,0,1
754,4,3.448350276093901,1,4
15,2,3.5678062836172186,1,19
72,0,3.997032461383715,1,16
883,4,3.0827603501762044,0,18
201,5,3.041344181766744,1,9
92,1,3.5252151093128434,1,7
648,5,3.81219358267951,1,19
32,2,2.386761508117007,1,10
599,3,2.3214818930752603,1,12
418,5,2.0788736163836368,1,12
202,0,3.195386221250994,0,8
550,1,2.4406227582230895,1,4
625,2,3.1612530708305275,1,17
844,3,2.6239390633076862,0,7
758,1,4.346936730210643,1,19
854,3,1.292520958981843,1,13
920,1,3.2888423744186985,0,1
881,4,3.302495002348791,0,15
719,4,2.5348692421547994,1,0
311,4,2.6840835782525727,1,12
943,2,4.200525443531714,1,17
468,4,2.1226948410413393,1,0
393,2,4.485615165704651,0,6
808,0,4.585373216538773,1,3
871,4,3.602477217608784,0,9
210,2,4.091430854832394,1,7
866,1,3.4517901134179536,0,2
570,2,3.1010364549863665,1,6
155,5,4.8667110170009185,0,15
633,2,2.1306198569098567,0,19
631,5,1.6166037865724485,0,9
808,1,2.149941452570061,0,12
321,2,3.4585024335177805,0,0
434,1,1.7407337524045747,1,6
573,5,4.635256172905256,1,9
669,3,2.644097602661571,1,11
39,4,4.399851513167374,0,13
753,5,1.9969461781152669,0,10
39,0,2.25267342033099,1,16
452,2,1.2368935886899863,0,8
869,1,2.0310707687422958,0,7
189,4,2.9612552758532056,0,9
745,2,4.7845476708929695,0,3
14,4,2.5556118955659928,1,4
123,3,3.5589755179333835,1,17
739,2,2.710840469875152,1,5
898,1,1.187167403071765,0,9
279,3,3.0141305035868107,1,17
936,2,1.2636545868156834,0,10
958,4,4.5347996983901435,1,4
47,3,4.012147847803655,1,2
188,1,2.514605885009465,0,17
303,2,3.560874664765159,1,3
558,4,1.4481126212533284,0,7
695,4,3.8102199478506034,1,16
104,5,4.2909296359658775,1,9
368,3,4.2869825941529385,1,18
500,2,2.1371101907626233,1,0
459,5,2.0549847811073065,1,1
246,4,3.085590751610714,1,10
263,3,4.871088647719393,0,14
205,0,4.682091910424341,1,0
506,4,2.438553927023927,1,8
529,3,4.119318024732177,0,7
363,0,4.6852710563658295,0,0
762,3,2.04370586287042,1,9
749,4,4.32118259841176,1,16
339,0,2.0715825076367063,0,17
406,3,2.3731285035488425,1,15
452,2,1.7952827634030166,1,1
832,0,3.028319196290854,1,16
876,3,4.373243577044965,0,3
813,2,3.112208549742049,1,6
577,0,1.4937600387723902,0,8
847,3,2.00710372890868,1,2
964,4,3.2514474691253556,0,19
149,0,3.3327498222822407,0,4
192,0,3.3076236141794793,1,17
907,2,1.3080139700248639,0,16
146,5,4.0147835705390165,0,6
405,5,4.637712795956027,1,13
182,3,3.0420757909195997,0,14
105,4,3.8753171470874515,0,13
235,2,4.656061968146204,0,8
637,0,3.5704910197920636,0,15
957,5,3.6973028977242044,1,18
178,2,3.8856176535358182,1,0
431,2,2.0420098058162606,1,7
400,2,3.3307114988673097,0,17
524,0,4.368700458177825,1,1
742,1,2.1846509210430027,0,3
539,2,4.588681998387441,1,0
890,1,3.481527799062528,0,18
322,5,2.692699405732225,1,10
260,4,3.492731845601172,0,5
611,5,2.6074396227563055,0,18
699,4,4.352142407392698,0,13
398,4,2.9292743202703884,0,18
336,5,4.604853439017347,1,12
299,3,3.039232323391306,0,11
118,0,3.641473558549549,0,9
557,1,4.990977684027403,0,18
412,3,1.5878633640341646,1,10
579,1,3.9469165949336227,1,11
383,0,1.5554889116637343,1,6
479,2,4.355465463057585,0,7
304,5,3.3858135246480465,0,16
682,3,4.752638242425837,1,2
869,0,4.463826407779473,0,5
195,5,1.2994881498752937,1,11
332,3,1.5492101667154436,0,14
19,4,3.404683714427301,0,6
622,3,3.0732585597682993,1,5
657,2,1.6742605224537783,0,11
703,2,1.5174369130865992,0,11
432,1,3.2559631337664525,0,3
882,3,1.195686191899998,1,8
425,4,4.494941211813757,0,16
228,2,4.228331679210482,0,1
523,1,4.141479886844357,0,4
216,4,1.0639885881629643,0,9
989,4,1.1905637736509518,1,5
590,4,3.1993564846029146,1,5
374,0,4.977702755576711,1,4
35,2,2.369264803885407,0,7
775,0,2.377499265621376,1,2
27,0,1.5371118674479334,1,13
371,2,3.6973432149580057,0,4
85,3,3.5867067559760226,0,14
187,5,1.4052896655166363,0,8
304,1,2.8696491482734046,1,14
765,5,3.668299635287897,0,18
421,5,2.974064545287708,1,15
79,5,3.697454327459022,0,7
185,5,4.265081589725959,1,14
4,2,3.7432617324870705,0,10
557,5,3.4644569433220953,0,3
865,1,4.414361027777973,1,9
496,3,4.602354271479152,0,9
508,2,2.5555457487032167,1,1
613,5,1.6929995508955438,0,7
970,4,4.271441616032202,1,7
1,2,1.8550124291979326,1,8
216,3,4.715802678996343,0,1
536,5,1.0915117808876138,0,13
256,0,4.6850847304772145,0,19
734,2,3.356731970448251,1,1
452,4,4.0989684660515255,1,3
423,2,2.593970348257618,1,2
323,0,4.96686516763552,1,13
498,2,1.9102057102651617,1,15
580,4,2.057374650552699,1,14
196,3,1.2057297761498917,1,6
503,4,4.761893452245753,0,17
271,3,2.8241172143947044,1,19
693,4,3.699409658877397,0,5
958,1,3.7497629098513627,1,15
17,2,4.4980083691307104,1,10
106,2,3.659701002585637,1,1
528,0,3.2480847292167487,0,1
124,1,3.8412740967641743,1,13
482,0,4.003883196012506,1,8
593,2,1.7437117849939279,1,11
3,0,1.438668155907012,0,2
626,3,1.2993954019422524,0,4
350,1,2.4962139780901467,1,8
350,4,2.992000959350981,1,2
648,3,3.4625995931594433,1,17
798,5,4.83213807875844,0,1
900,4,2.323151280828025,1,3
227,0,4.043496208309097,1,12
15,2,3.1254304783795397,1,16
809,3,1.8803597283476674,0,8
424,1,3.4612217165150363,1,18
463,4,4.868704713158815,1,13
723,5,1.4972331970050896,0,12
245,3,3.029119058196916,1,4
797,2,1.206433416602113,1,17
793,1,2.284865195585449,1,14
176,1,3.482410710375965,0,10
542,4,4.364227744123019,0,18
508,3,3.921313686904284,1,4
561,3,2.8514271128618955,0,6
654,1,4.636891028416587,1,1
563,0,2.2108586600950826,1,18
232,1,4.015933640900665,0,15
677,2,2.89603608699065,0,2
37,3,4.594543018691103,0,9
490,4,4.189731286615041,1,11
443,3,4.605878645228381,1,1
19,1,1.8569913957682935,1,7
610,2,3.672601728464832,1,8
726,0,3.95385363232656,0,19
555,3,3.9696570611303748,1,11
110,1,3.01600180186935,0,4
486,5,1.0450020893918102,1,12
88,1,2.0457231354762997,1,4
318,1,2.2932035000175244,0,14
117,2,4.408146469127046,0,4
433,1,4.363543268416882,1,4
917,1,1.418720416151133,0,3
238,1,4.79934352708503,1,15
71,3,1.729829946605964,1,17
821,1,2.6574378052036844,1,9
904,2,1.8606278644430216,1,19
398,5,4.44132987531743,0,2
815,3,3.9976081274372475,0,9
403,5,2.414115227551216,0,12
674,1,3.7275145041042217,0,2
250,0,1.7374675366861694,1,3
868,5,2.5291883695040065,1,12
194,2,2.508430353352433,0,13
571,0,1.9517467268855913,0,3
609,2,4.505248198331531,0,11
929,0,3.7153829419165048,1,15
867,1,2.119757242255197,0,9
866,0,1.9684830425161493,1,19
584,5,1.0718138839969562,0,16
221,0,2.3863290151694185,0,6
630,2,3.107085133261273,1,3
181,1,2.1108437676335057,1,11
895,2,3.80183310571908,0,9
729,1,2.646998116045065,0,1
255,5,2.2652713480426714,1,13
907,4,4.756230635161325,1,7
87,3,2.0512035091525562,1,9
872,5,2.5930304803866253,1,5
786,5,2.5291631540830877,1,1
491,3,1.9647933826849933,0,13
335,2,1.8699069592416668,1,10
537,5,2.2095200752536144,0,1
406,1,4.456944679724724,1,3
632,0,4.068331548917162,1,5
288,5,3.723998056640209,0,3
361,3,2.8284119705699737,0,4
440,5,3.031015938530414,1,5
29,2,2.0685553819738414,1,8
918,2,1.2972636553436705,1,15
713,2,2.324162226881929,0,10
893,1,2.9823350239694646,0,10
547,5,1.2292521860773298,1,9
636,2,1.3529332082284258,0,0
222,4,2.052100931538269,1,16
746,0,2.4683214943710463,0,7
123,2,2.573267244474821,1,15
981,1,1.4715442651520205,1,5
682,0,1.9032854181391552,1,13
997,0,2.046589008254435,0,1
961,3,1.2705395048049848,1,8
692,2,2.304398802358789,1,3
214,2,1.288886291022029,0,18
117,5,3.8138313724386803,0,16
226,1,2.5441910662292417,1,0
890,4,2.307009557513499,1,1
443,5,1.5060886860144276,1,16
548,4,1.9060146217795833,1,1
828,3,1.9308208357564944,0,2
607,4,4.9408168594932125,1,3
631,1,4.341397518033974,0,12
436,3,1.0610491665337265,1,11
11,2,3.467346363073919,1,4
121,4,2.023640385687695,1,13
546,1,1.417507715278337,0,5
488,1,3.822399052479019,0,0
250,2,1.526422197873397,0,15
578,1,2.7749631181189427,1,5
481,3,3.528660659359697,0,12
549,3,3.2179790246199547,1,12
279,5,4.910516393210972,1,10
741,0,4.14297045249009,1,15
336,2,4.096773504509959,1,13
167,1,2.422381576324125,1,10
960,4,1.0335819683365668,1,4
952,5,3.9376437186827533,1,9
327,3,4.99892833718269,1,14
245,2,2.6235164309744623,0,6
590,2,4.942073995828469,1,2
625,3,1.5668324381373857,0,10
300,0,2.1860494065468696,1,8
